Kevin ,Geese aof2, ,7,,154, ,27,,707
, P ,Geese aof2, ,Blue
,
,Ickybod clay, ,Shin scrub ken, ,22,,824, ,12,,693
, P ,Ickybod clay, ,Red
,
Myon Nappa ,11,,902, ,107,,557
, P Nappa ,Blue
,
Nanaya ,Shin Knuckles, ,11,,793, ,5,,875
, P Nanaya ,Red
,
,Koopa clown car, ,Koopa troopa djhr, ,14,,444, ,41,,537
, P ,Koopa troopa djhr, ,Blue
,
Snorlax Jiban ,7,,199, ,7,,777
, P Snorlax ,Red
,
Tibigintou Uryuu ,33,,038, ,3,,084
, P Tibigintou ,Red
,
,Guy gardner, ,Monaka tokihoshi, ,7,,113, ,3,,639
, P ,Guy gardner, ,Red
,
,Queen beryl, ,Hon fu, ,4,,274, ,16,,423
, P ,Hon fu, ,Blue
,
Pika Pachet ,3,,916, ,7,,801
, P Pika ,Red
,
,K' xiii, Rufuu ,4,,075, ,16,,153
, P Rufuu ,Blue
,
,E Ryu, Patrick ,149,,935, ,4,,531
, P ,E Ryu, ,Red
,
,Monaka tokihoshi, ,Hyuuga hinata, ,3,,955, ,30,,667
, P ,Monaka tokihoshi, ,Red
,
,Reika murasame, Rouga_zanma ,155,,870, ,6,,187
, P ,Reika murasame, ,Red
,
